bed	seed	seat0	seat1	x0	x1	share0
freighter	42	Cairn	Tor	0.0000	0.0000	0.500
freighter	42	Cairn	Delta=Ford	0.0000	100.9486	0.000
freighter	42	Cairn	Range=Strait	0.0000	238.1782	0.000
freighter	42	Cairn	Scarp	0.0000	93.3091	0.000
freighter	42	Delta=Ford	Meadow=Spur	129.1474	7.4443	0.945
freighter	42	Delta=Ford	Tor	129.1474	0.0000	1.000
freighter	42	Delta=Ford	Cairn	129.1474	0.0000	1.000
freighter	42	Delta=Ford	Range=Strait	129.1474	238.1782	0.352
freighter	42	Delta=Ford	Scarp	129.1474	93.3091	0.581
freighter	42	Range=Strait	Meadow=Spur	265.5193	7.4443	0.973
freighter	42	Range=Strait	Tor	265.5193	0.0000	1.000
freighter	42	Range=Strait	Cairn	265.5193	0.0000	1.000
freighter	42	Range=Strait	Delta=Ford	265.5193	100.9486	0.725
freighter	42	Range=Strait	Scarp	265.5193	93.3091	0.740
freighter	42	Scarp	Meadow=Spur	204.5053	7.4443	0.965
freighter	42	Scarp	Tor	204.5053	0.0000	1.000
freighter	42	Scarp	Cairn	204.5053	0.0000	1.000
freighter	42	Scarp	Delta=Ford	204.5053	100.9486	0.670
freighter	42	Scarp	Range=Strait	204.5053	238.1782	0.462
freighter	31337	Meadow=Spur	Tor	11.8994	0.0000	1.000
freighter	31337	Meadow=Spur	Cairn	11.8994	0.0000	1.000
freighter	31337	Meadow=Spur	Delta=Ford	11.8994	125.4764	0.087
freighter	31337	Meadow=Spur	Range=Strait	11.8994	264.0399	0.043
freighter	31337	Meadow=Spur	Scarp	11.8994	129.3274	0.084
freighter	31337	Tor	Meadow=Spur	0.0000	12.1888	0.000
freighter	31337	Tor	Cairn	0.0000	0.0000	0.500
freighter	31337	Tor	Delta=Ford	0.0000	125.4764	0.000
freighter	31337	Tor	Range=Strait	0.0000	264.0399	0.000
freighter	31337	Tor	Scarp	0.0000	129.3274	0.000
freighter	31337	Cairn	Meadow=Spur	0.0000	12.1888	0.000
freighter	31337	Cairn	Tor	0.0000	0.0000	0.500
freighter	31337	Cairn	Delta=Ford	0.0000	125.4764	0.000
freighter	31337	Cairn	Range=Strait	0.0000	264.0399	0.000
freighter	31337	Cairn	Scarp	0.0000	129.3274	0.000
freighter	31337	Delta=Ford	Meadow=Spur	173.2349	12.1888	0.934
freighter	31337	Delta=Ford	Tor	173.2349	0.0000	1.000
freighter	31337	Delta=Ford	Cairn	173.2349	0.0000	1.000
freighter	31337	Delta=Ford	Range=Strait	173.2349	264.0399	0.396
freighter	31337	Delta=Ford	Scarp	173.2349	129.3274	0.573
freighter	31337	Range=Strait	Meadow=Spur	359.2728	12.1888	0.967
freighter	31337	Range=Strait	Tor	359.2728	0.0000	1.000
freighter	31337	Range=Strait	Cairn	359.2728	0.0000	1.000
freighter	31337	Range=Strait	Delta=Ford	359.2728	125.4764	0.741
freighter	31337	Range=Strait	Scarp	359.2728	129.3274	0.735
freighter	31337	Scarp	Meadow=Spur	151.1718	12.1888	0.925
freighter	31337	Scarp	Tor	151.1718	0.0000	1.000
freighter	31337	Scarp	Cairn	151.1718	0.0000	1.000
freighter	31337	Scarp	Delta=Ford	151.1718	125.4764	0.546
freighter	31337	Scarp	Range=Strait	151.1718	264.0399	0.364
freighter	2	Meadow=Spur	Tor	11.3147	0.0000	1.000
freighter	2	Meadow=Spur	Cairn	11.3147	0.0000	1.000
freighter	2	Meadow=Spur	Delta=Ford	11.3147	132.7665	0.079
freighter	2	Meadow=Spur	Range=Strait	11.3147	402.2000	0.027
freighter	2	Meadow=Spur	Scarp	11.3147	204.1444	0.053
freighter	2	Tor	Meadow=Spur	0.0000	11.8477	0.000
freighter	2	Tor	Cairn	0.0000	0.0000	0.500
freighter	2	Tor	Delta=Ford	0.0000	132.7665	0.000
freighter	2	Tor	Range=Strait	0.0000	402.2000	0.000
freighter	2	Tor	Scarp	0.0000	204.1444	0.000
freighter	2	Cairn	Meadow=Spur	0.0000	11.8477	0.000
freighter	2	Cairn	Tor	0.0000	0.0000	0.500
freighter	2	Cairn	Delta=Ford	0.0000	132.7665	0.000
freighter	2	Cairn	Range=Strait	0.0000	402.2000	0.000
freighter	2	Cairn	Scarp	0.0000	204.1444	0.000
freighter	2	Delta=Ford	Meadow=Spur	137.5384	11.8477	0.921
freighter	2	Delta=Ford	Tor	137.5384	0.0000	1.000
freighter	2	Delta=Ford	Cairn	137.5384	0.0000	1.000
freighter	2	Delta=Ford	Range=Strait	137.5384	402.2000	0.255
freighter	2	Delta=Ford	Scarp	137.5384	204.1444	0.403
freighter	2	Range=Strait	Meadow=Spur	338.9746	11.8477	0.966
freighter	2	Range=Strait	Tor	338.9746	0.0000	1.000
freighter	2	Range=Strait	Cairn	338.9746	0.0000	1.000
freighter	2	Range=Strait	Delta=Ford	338.9746	132.7665	0.719
freighter	2	Range=Strait	Scarp	338.9746	204.1444	0.624
freighter	2	Scarp	Meadow=Spur	179.0005	11.8477	0.938
freighter	2	Scarp	Tor	179.0005	0.0000	1.000
freighter	2	Scarp	Cairn	179.0005	0.0000	1.000
freighter	2	Scarp	Delta=Ford	179.0005	132.7665	0.574
freighter	2	Scarp	Range=Strait	179.0005	402.2000	0.308
freighter	3	Meadow=Spur	Tor	11.4962	0.0000	1.000
freighter	3	Meadow=Spur	Cairn	11.4962	0.0000	1.000
freighter	3	Meadow=Spur	Delta=Ford	11.4962	128.0663	0.082
freighter	3	Meadow=Spur	Range=Strait	11.4962	316.3422	0.035
freighter	3	Meadow=Spur	Scarp	11.4962	98.4448	0.105
freighter	3	Tor	Meadow=Spur	0.0000	14.3890	0.000
freighter	3	Tor	Cairn	0.0000	0.0000	0.500
freighter	3	Tor	Delta=Ford	0.0000	128.0663	0.000
freighter	3	Tor	Range=Strait	0.0000	316.3422	0.000
freighter	3	Tor	Scarp	0.0000	98.4448	0.000
freighter	3	Cairn	Meadow=Spur	0.0000	14.3890	0.000
freighter	3	Cairn	Tor	0.0000	0.0000	0.500
freighter	3	Cairn	Delta=Ford	0.0000	128.0663	0.000
freighter	3	Cairn	Range=Strait	0.0000	316.3422	0.000
freighter	3	Cairn	Scarp	0.0000	98.4448	0.000
freighter	3	Delta=Ford	Meadow=Spur	142.7401	14.3890	0.908
freighter	3	Delta=Ford	Tor	142.7401	0.0000	1.000
freighter	3	Delta=Ford	Cairn	142.7401	0.0000	1.000
freighter	3	Delta=Ford	Range=Strait	142.7401	316.3422	0.311
freighter	3	Delta=Ford	Scarp	142.7401	98.4448	0.592
freighter	3	Range=Strait	Meadow=Spur	140.7957	14.3890	0.907
freighter	3	Range=Strait	Tor	140.7957	0.0000	1.000
freighter	3	Range=Strait	Cairn	140.7957	0.0000	1.000
freighter	3	Range=Strait	Delta=Ford	140.7957	128.0663	0.524
freighter	3	Range=Strait	Scarp	140.7957	98.4448	0.589
freighter	3	Scarp	Meadow=Spur	135.4158	14.3890	0.904
freighter	3	Scarp	Tor	135.4158	0.0000	1.000
freighter	3	Scarp	Cairn	135.4158	0.0000	1.000
freighter	3	Scarp	Delta=Ford	135.4158	128.0663	0.514
freighter	3	Scarp	Range=Strait	135.4158	316.3422	0.300
freighter	5	Meadow=Spur	Tor	11.1033	0.0000	1.000
freighter	5	Meadow=Spur	Cairn	11.1033	0.0000	1.000
freighter	5	Meadow=Spur	Delta=Ford	11.1033	104.7450	0.096
freighter	5	Meadow=Spur	Range=Strait	11.1033	127.2223	0.080
freighter	5	Meadow=Spur	Scarp	11.1033	108.4863	0.093
freighter	5	Tor	Meadow=Spur	0.0000	10.2916	0.000
freighter	5	Tor	Cairn	0.0000	0.0000	0.500
freighter	5	Tor	Delta=Ford	0.0000	104.7450	0.000
freighter	5	Tor	Range=Strait	0.0000	127.2223	0.000
freighter	5	Tor	Scarp	0.0000	108.4863	0.000
freighter	5	Cairn	Meadow=Spur	0.0000	10.2916	0.000
freighter	5	Cairn	Tor	0.0000	0.0000	0.500
freighter	5	Cairn	Delta=Ford	0.0000	104.7450	0.000
freighter	5	Cairn	Range=Strait	0.0000	127.2223	0.000
freighter	5	Cairn	Scarp	0.0000	108.4863	0.000
freighter	5	Delta=Ford	Meadow=Spur	149.5336	10.2916	0.936
freighter	5	Delta=Ford	Tor	149.5336	0.0000	1.000
freighter	5	Delta=Ford	Cairn	149.5336	0.0000	1.000
freighter	5	Delta=Ford	Range=Strait	149.5336	127.2223	0.540
freighter	5	Delta=Ford	Scarp	149.5336	108.4863	0.580
freighter	5	Range=Strait	Meadow=Spur	389.6813	10.2916	0.974
freighter	5	Range=Strait	Tor	389.6813	0.0000	1.000
freighter	5	Range=Strait	Cairn	389.6813	0.0000	1.000
freighter	5	Range=Strait	Delta=Ford	389.6813	104.7450	0.788
freighter	5	Range=Strait	Scarp	389.6813	108.4863	0.782
freighter	5	Scarp	Meadow=Spur	177.4630	10.2916	0.945
freighter	5	Scarp	Tor	177.4630	0.0000	1.000
freighter	5	Scarp	Cairn	177.4630	0.0000	1.000
freighter	5	Scarp	Delta=Ford	177.4630	104.7450	0.629
freighter	5	Scarp	Range=Strait	177.4630	127.2223	0.582
freighter	11	Meadow=Spur	Tor	11.8890	0.0000	1.000
freighter	11	Meadow=Spur	Cairn	11.8890	0.0000	1.000
freighter	11	Meadow=Spur	Delta=Ford	11.8890	103.6261	0.103
freighter	11	Meadow=Spur	Range=Strait	11.8890	195.6200	0.057
freighter	11	Meadow=Spur	Scarp	11.8890	163.8354	0.068
freighter	11	Tor	Meadow=Spur	0.0000	10.3176	0.000
freighter	11	Tor	Cairn	0.0000	0.0000	0.500
freighter	11	Tor	Delta=Ford	0.0000	103.6261	0.000
freighter	11	Tor	Range=Strait	0.0000	195.6200	0.000
freighter	11	Tor	Scarp	0.0000	163.8354	0.000
freighter	11	Cairn	Meadow=Spur	0.0000	10.3176	0.000
freighter	11	Cairn	Tor	0.0000	0.0000	0.500
freighter	11	Cairn	Delta=Ford	0.0000	103.6261	0.000
freighter	11	Cairn	Range=Strait	0.0000	195.6200	0.000
freighter	11	Cairn	Scarp	0.0000	163.8354	0.000
freighter	11	Delta=Ford	Meadow=Spur	127.6506	10.3176	0.925
freighter	11	Delta=Ford	Tor	127.6506	0.0000	1.000
freighter	11	Delta=Ford	Cairn	127.6506	0.0000	1.000
freighter	11	Delta=Ford	Range=Strait	127.6506	195.6200	0.395
freighter	11	Delta=Ford	Scarp	127.6506	163.8354	0.438
freighter	11	Range=Strait	Meadow=Spur	468.4251	10.3176	0.978
freighter	11	Range=Strait	Tor	468.4251	0.0000	1.000
freighter	11	Range=Strait	Cairn	468.4251	0.0000	1.000
freighter	11	Range=Strait	Delta=Ford	468.4251	103.6261	0.819
freighter	11	Range=Strait	Scarp	468.4251	163.8354	0.741
freighter	11	Scarp	Meadow=Spur	167.5334	10.3176	0.942
freighter	11	Scarp	Tor	167.5334	0.0000	1.000
freighter	11	Scarp	Cairn	167.5334	0.0000	1.000
freighter	11	Scarp	Delta=Ford	167.5334	103.6261	0.618
freighter	11	Scarp	Range=Strait	167.5334	195.6200	0.461
scout	1	Meadow=Spur	Tor	509.0000	453.0000	0.529
scout	1	Meadow=Spur	Cairn	509.0000	453.0000	0.529
scout	1	Meadow=Spur	Delta=Ford	509.0000	258.0000	0.664
scout	1	Meadow=Spur	Range=Strait	509.0000	41.0000	0.925
scout	1	Meadow=Spur	Scarp	509.0000	45.0000	0.919
scout	1	Tor	Meadow=Spur	504.0000	457.0000	0.524
scout	1	Tor	Cairn	504.0000	453.0000	0.527
scout	1	Tor	Delta=Ford	504.0000	258.0000	0.661
scout	1	Tor	Range=Strait	504.0000	41.0000	0.925
scout	1	Tor	Scarp	504.0000	45.0000	0.918
scout	1	Cairn	Meadow=Spur	504.0000	457.0000	0.524
scout	1	Cairn	Tor	504.0000	453.0000	0.527
scout	1	Cairn	Delta=Ford	504.0000	258.0000	0.661
scout	1	Cairn	Range=Strait	504.0000	41.0000	0.925
scout	1	Cairn	Scarp	504.0000	45.0000	0.918
scout	1	Delta=Ford	Meadow=Spur	287.0000	457.0000	0.386
scout	1	Delta=Ford	Tor	287.0000	453.0000	0.388
scout	1	Delta=Ford	Cairn	287.0000	453.0000	0.388
scout	1	Delta=Ford	Range=Strait	287.0000	41.0000	0.875
scout	1	Delta=Ford	Scarp	287.0000	45.0000	0.864
scout	1	Range=Strait	Meadow=Spur	49.0000	457.0000	0.097
scout	1	Range=Strait	Tor	49.0000	453.0000	0.098
scout	1	Range=Strait	Cairn	49.0000	453.0000	0.098
scout	1	Range=Strait	Delta=Ford	49.0000	258.0000	0.160
scout	1	Range=Strait	Scarp	49.0000	45.0000	0.521
scout	1	Scarp	Meadow=Spur	49.0000	457.0000	0.097
scout	1	Scarp	Tor	49.0000	453.0000	0.098
scout	1	Scarp	Cairn	49.0000	453.0000	0.098
scout	1	Scarp	Delta=Ford	49.0000	258.0000	0.160
scout	1	Scarp	Range=Strait	49.0000	41.0000	0.544
scout	7	Meadow=Spur	Tor	464.0000	478.0000	0.493
scout	7	Meadow=Spur	Cairn	464.0000	478.0000	0.493
scout	7	Meadow=Spur	Delta=Ford	464.0000	277.0000	0.626
scout	7	Meadow=Spur	Range=Strait	464.0000	42.0000	0.917
scout	7	Meadow=Spur	Scarp	464.0000	49.0000	0.904
scout	7	Tor	Meadow=Spur	462.0000	482.0000	0.489
scout	7	Tor	Cairn	462.0000	478.0000	0.491
scout	7	Tor	Delta=Ford	462.0000	277.0000	0.625
scout	7	Tor	Range=Strait	462.0000	42.0000	0.917
scout	7	Tor	Scarp	462.0000	49.0000	0.904
scout	7	Cairn	Meadow=Spur	462.0000	482.0000	0.489
scout	7	Cairn	Tor	462.0000	478.0000	0.491
scout	7	Cairn	Delta=Ford	462.0000	277.0000	0.625
scout	7	Cairn	Range=Strait	462.0000	42.0000	0.917
scout	7	Cairn	Scarp	462.0000	49.0000	0.904
scout	7	Delta=Ford	Meadow=Spur	260.0000	482.0000	0.350
scout	7	Delta=Ford	Tor	260.0000	478.0000	0.352
scout	7	Delta=Ford	Cairn	260.0000	478.0000	0.352
scout	7	Delta=Ford	Range=Strait	260.0000	42.0000	0.861
scout	7	Delta=Ford	Scarp	260.0000	49.0000	0.841
scout	7	Range=Strait	Meadow=Spur	41.0000	482.0000	0.078
scout	7	Range=Strait	Tor	41.0000	478.0000	0.079
scout	7	Range=Strait	Cairn	41.0000	478.0000	0.079
scout	7	Range=Strait	Delta=Ford	41.0000	277.0000	0.129
scout	7	Range=Strait	Scarp	41.0000	49.0000	0.456
scout	7	Scarp	Meadow=Spur	44.0000	482.0000	0.084
scout	7	Scarp	Tor	44.0000	478.0000	0.084
scout	7	Scarp	Cairn	44.0000	478.0000	0.084
scout	7	Scarp	Delta=Ford	44.0000	277.0000	0.137
scout	7	Scarp	Range=Strait	44.0000	42.0000	0.512
scout	42	Meadow=Spur	Tor	477.0000	492.0000	0.492
scout	42	Meadow=Spur	Cairn	477.0000	492.0000	0.492
scout	42	Meadow=Spur	Delta=Ford	477.0000	261.0000	0.646
scout	42	Meadow=Spur	Range=Strait	477.0000	42.0000	0.919
scout	42	Meadow=Spur	Scarp	477.0000	44.0000	0.916
scout	42	Tor	Meadow=Spur	472.0000	501.0000	0.485
scout	42	Tor	Cairn	472.0000	492.0000	0.490
scout	42	Tor	Delta=Ford	472.0000	261.0000	0.644
scout	42	Tor	Range=Strait	472.0000	42.0000	0.918
scout	42	Tor	Scarp	472.0000	44.0000	0.915
scout	42	Cairn	Meadow=Spur	472.0000	501.0000	0.485
scout	42	Cairn	Tor	472.0000	492.0000	0.490
scout	42	Cairn	Delta=Ford	472.0000	261.0000	0.644
scout	42	Cairn	Range=Strait	472.0000	42.0000	0.918
scout	42	Cairn	Scarp	472.0000	44.0000	0.915
scout	42	Delta=Ford	Meadow=Spur	281.0000	501.0000	0.359
scout	42	Delta=Ford	Tor	281.0000	492.0000	0.364
scout	42	Delta=Ford	Cairn	281.0000	492.0000	0.364
scout	42	Delta=Ford	Range=Strait	281.0000	42.0000	0.870
scout	42	Delta=Ford	Scarp	281.0000	44.0000	0.865
scout	42	Range=Strait	Meadow=Spur	46.0000	501.0000	0.084
scout	42	Range=Strait	Tor	46.0000	492.0000	0.086
scout	42	Range=Strait	Cairn	46.0000	492.0000	0.086
scout	42	Range=Strait	Delta=Ford	46.0000	261.0000	0.150
scout	42	Range=Strait	Scarp	46.0000	44.0000	0.511
scout	42	Scarp	Meadow=Spur	49.0000	501.0000	0.089
scout	42	Scarp	Tor	49.0000	492.0000	0.091
scout	42	Scarp	Cairn	49.0000	492.0000	0.091
scout	42	Scarp	Delta=Ford	49.0000	261.0000	0.158
scout	42	Scarp	Range=Strait	49.0000	42.0000	0.538
scout	31337	Meadow=Spur	Tor	446.0000	472.0000	0.486
scout	31337	Meadow=Spur	Cairn	446.0000	472.0000	0.486
scout	31337	Meadow=Spur	Delta=Ford	446.0000	260.0000	0.632
scout	31337	Meadow=Spur	Range=Strait	446.0000	46.0000	0.907
scout	31337	Meadow=Spur	Scarp	446.0000	48.0000	0.903
scout	31337	Tor	Meadow=Spur	443.0000	477.0000	0.482
scout	31337	Tor	Cairn	443.0000	472.0000	0.484
scout	31337	Tor	Delta=Ford	443.0000	260.0000	0.630
scout	31337	Tor	Range=Strait	443.0000	46.0000	0.906
scout	31337	Tor	Scarp	443.0000	48.0000	0.902
scout	31337	Cairn	Meadow=Spur	443.0000	477.0000	0.482
scout	31337	Cairn	Tor	443.0000	472.0000	0.484
scout	31337	Cairn	Delta=Ford	443.0000	260.0000	0.630
scout	31337	Cairn	Range=Strait	443.0000	46.0000	0.906
scout	31337	Cairn	Scarp	443.0000	48.0000	0.902
scout	31337	Delta=Ford	Meadow=Spur	264.0000	477.0000	0.356
scout	31337	Delta=Ford	Tor	264.0000	472.0000	0.359
scout	31337	Delta=Ford	Cairn	264.0000	472.0000	0.359
scout	31337	Delta=Ford	Range=Strait	264.0000	46.0000	0.852
scout	31337	Delta=Ford	Scarp	264.0000	48.0000	0.846
scout	31337	Range=Strait	Meadow=Spur	45.0000	477.0000	0.086
scout	31337	Range=Strait	Tor	45.0000	472.0000	0.087
scout	31337	Range=Strait	Cairn	45.0000	472.0000	0.087
scout	31337	Range=Strait	Delta=Ford	45.0000	260.0000	0.148
scout	31337	Range=Strait	Scarp	45.0000	48.0000	0.484
scout	31337	Scarp	Meadow=Spur	50.0000	477.0000	0.095
scout	31337	Scarp	Tor	50.0000	472.0000	0.096
scout	31337	Scarp	Cairn	50.0000	472.0000	0.096
scout	31337	Scarp	Delta=Ford	50.0000	260.0000	0.161
scout	31337	Scarp	Range=Strait	50.0000	46.0000	0.521
scout	2	Meadow=Spur	Tor	454.0000	473.0000	0.490
scout	2	Meadow=Spur	Cairn	454.0000	473.0000	0.490
scout	2	Meadow=Spur	Delta=Ford	454.0000	266.0000	0.631
scout	2	Meadow=Spur	Range=Strait	454.0000	50.0000	0.901
scout	2	Meadow=Spur	Scarp	454.0000	53.0000	0.895
scout	2	Tor	Meadow=Spur	449.0000	476.0000	0.485
scout	2	Tor	Cairn	449.0000	473.0000	0.487
scout	2	Tor	Delta=Ford	449.0000	266.0000	0.628
scout	2	Tor	Range=Strait	449.0000	50.0000	0.900
scout	2	Tor	Scarp	449.0000	53.0000	0.894
scout	2	Cairn	Meadow=Spur	449.0000	476.0000	0.485
scout	2	Cairn	Tor	449.0000	473.0000	0.487
scout	2	Cairn	Delta=Ford	449.0000	266.0000	0.628
scout	2	Cairn	Range=Strait	449.0000	50.0000	0.900
scout	2	Cairn	Scarp	449.0000	53.0000	0.894
scout	2	Delta=Ford	Meadow=Spur	248.0000	476.0000	0.343
scout	2	Delta=Ford	Tor	248.0000	473.0000	0.344
scout	2	Delta=Ford	Cairn	248.0000	473.0000	0.344
scout	2	Delta=Ford	Range=Strait	248.0000	50.0000	0.832
scout	2	Delta=Ford	Scarp	248.0000	53.0000	0.824
scout	2	Range=Strait	Meadow=Spur	43.0000	476.0000	0.083
scout	2	Range=Strait	Tor	43.0000	473.0000	0.083
scout	2	Range=Strait	Cairn	43.0000	473.0000	0.083
scout	2	Range=Strait	Delta=Ford	43.0000	266.0000	0.139
scout	2	Range=Strait	Scarp	43.0000	53.0000	0.448
scout	2	Scarp	Meadow=Spur	44.0000	476.0000	0.085
scout	2	Scarp	Tor	44.0000	473.0000	0.085
scout	2	Scarp	Cairn	44.0000	473.0000	0.085
scout	2	Scarp	Delta=Ford	44.0000	266.0000	0.142
scout	2	Scarp	Range=Strait	44.0000	50.0000	0.468
scout	3	Meadow=Spur	Tor	473.0000	449.0000	0.513
scout	3	Meadow=Spur	Cairn	473.0000	449.0000	0.513
scout	3	Meadow=Spur	Delta=Ford	473.0000	257.0000	0.648
scout	3	Meadow=Spur	Range=Strait	473.0000	49.0000	0.906
scout	3	Meadow=Spur	Scarp	473.0000	51.0000	0.903
scout	3	Tor	Meadow=Spur	463.0000	460.0000	0.502
scout	3	Tor	Cairn	463.0000	449.0000	0.508
scout	3	Tor	Delta=Ford	463.0000	257.0000	0.643
scout	3	Tor	Range=Strait	463.0000	49.0000	0.904
scout	3	Tor	Scarp	463.0000	51.0000	0.901
scout	3	Cairn	Meadow=Spur	463.0000	460.0000	0.502
scout	3	Cairn	Tor	463.0000	449.0000	0.508
scout	3	Cairn	Delta=Ford	463.0000	257.0000	0.643
scout	3	Cairn	Range=Strait	463.0000	49.0000	0.904
scout	3	Cairn	Scarp	463.0000	51.0000	0.901
scout	3	Delta=Ford	Meadow=Spur	247.0000	460.0000	0.349
scout	3	Delta=Ford	Tor	247.0000	449.0000	0.355
scout	3	Delta=Ford	Cairn	247.0000	449.0000	0.355
scout	3	Delta=Ford	Range=Strait	247.0000	49.0000	0.834
scout	3	Delta=Ford	Scarp	247.0000	51.0000	0.829
scout	3	Range=Strait	Meadow=Spur	39.0000	460.0000	0.078
scout	3	Range=Strait	Tor	39.0000	449.0000	0.080
scout	3	Range=Strait	Cairn	39.0000	449.0000	0.080
scout	3	Range=Strait	Delta=Ford	39.0000	257.0000	0.132
scout	3	Range=Strait	Scarp	39.0000	51.0000	0.433
scout	3	Scarp	Meadow=Spur	48.0000	460.0000	0.094
scout	3	Scarp	Tor	48.0000	449.0000	0.097
scout	3	Scarp	Cairn	48.0000	449.0000	0.097
scout	3	Scarp	Delta=Ford	48.0000	257.0000	0.157
scout	3	Scarp	Range=Strait	48.0000	49.0000	0.495
scout	5	Meadow=Spur	Tor	468.0000	469.0000	0.499
scout	5	Meadow=Spur	Cairn	468.0000	469.0000	0.499
scout	5	Meadow=Spur	Delta=Ford	468.0000	257.0000	0.646
scout	5	Meadow=Spur	Range=Strait	468.0000	42.0000	0.918
scout	5	Meadow=Spur	Scarp	468.0000	46.0000	0.911
scout	5	Tor	Meadow=Spur	463.0000	476.0000	0.493
scout	5	Tor	Cairn	463.0000	469.0000	0.497
scout	5	Tor	Delta=Ford	463.0000	257.0000	0.643
scout	5	Tor	Range=Strait	463.0000	42.0000	0.917
scout	5	Tor	Scarp	463.0000	46.0000	0.910
scout	5	Cairn	Meadow=Spur	463.0000	476.0000	0.493
scout	5	Cairn	Tor	463.0000	469.0000	0.497
scout	5	Cairn	Delta=Ford	463.0000	257.0000	0.643
scout	5	Cairn	Range=Strait	463.0000	42.0000	0.917
scout	5	Cairn	Scarp	463.0000	46.0000	0.910
scout	5	Delta=Ford	Meadow=Spur	246.0000	476.0000	0.341
scout	5	Delta=Ford	Tor	246.0000	469.0000	0.344
scout	5	Delta=Ford	Cairn	246.0000	469.0000	0.344
scout	5	Delta=Ford	Range=Strait	246.0000	42.0000	0.854
scout	5	Delta=Ford	Scarp	246.0000	46.0000	0.842
scout	5	Range=Strait	Meadow=Spur	39.0000	476.0000	0.076
scout	5	Range=Strait	Tor	39.0000	469.0000	0.077
scout	5	Range=Strait	Cairn	39.0000	469.0000	0.077
scout	5	Range=Strait	Delta=Ford	39.0000	257.0000	0.132
scout	5	Range=Strait	Scarp	39.0000	46.0000	0.459
scout	5	Scarp	Meadow=Spur	42.0000	476.0000	0.081
scout	5	Scarp	Tor	42.0000	469.0000	0.082
scout	5	Scarp	Cairn	42.0000	469.0000	0.082
scout	5	Scarp	Delta=Ford	42.0000	257.0000	0.140
scout	5	Scarp	Range=Strait	42.0000	42.0000	0.500
scout	11	Meadow=Spur	Tor	491.0000	473.0000	0.509
scout	11	Meadow=Spur	Cairn	491.0000	473.0000	0.509
scout	11	Meadow=Spur	Delta=Ford	491.0000	252.0000	0.661
scout	11	Meadow=Spur	Range=Strait	491.0000	41.0000	0.923
scout	11	Meadow=Spur	Scarp	491.0000	42.0000	0.921
scout	11	Tor	Meadow=Spur	486.0000	484.0000	0.501
scout	11	Tor	Cairn	486.0000	473.0000	0.507
scout	11	Tor	Delta=Ford	486.0000	252.0000	0.659
scout	11	Tor	Range=Strait	486.0000	41.0000	0.922
scout	11	Tor	Scarp	486.0000	42.0000	0.920
scout	11	Cairn	Meadow=Spur	486.0000	484.0000	0.501
scout	11	Cairn	Tor	486.0000	473.0000	0.507
scout	11	Cairn	Delta=Ford	486.0000	252.0000	0.659
scout	11	Cairn	Range=Strait	486.0000	41.0000	0.922
scout	11	Cairn	Scarp	486.0000	42.0000	0.920
scout	11	Delta=Ford	Meadow=Spur	268.0000	484.0000	0.356
scout	11	Delta=Ford	Tor	268.0000	473.0000	0.362
scout	11	Delta=Ford	Cairn	268.0000	473.0000	0.362
scout	11	Delta=Ford	Range=Strait	268.0000	41.0000	0.867
scout	11	Delta=Ford	Scarp	268.0000	42.0000	0.865
scout	11	Range=Strait	Meadow=Spur	47.0000	484.0000	0.089
scout	11	Range=Strait	Tor	47.0000	473.0000	0.090
scout	11	Range=Strait	Cairn	47.0000	473.0000	0.090
scout	11	Range=Strait	Delta=Ford	47.0000	252.0000	0.157
scout	11	Range=Strait	Scarp	47.0000	42.0000	0.528
scout	11	Scarp	Meadow=Spur	49.0000	484.0000	0.092
scout	11	Scarp	Tor	49.0000	473.0000	0.094
scout	11	Scarp	Cairn	49.0000	473.0000	0.094
scout	11	Scarp	Delta=Ford	49.0000	252.0000	0.163
scout	11	Scarp	Range=Strait	49.0000	41.0000	0.544
